name;type;status;date;genres;score;members;rank;popularity;image;quantity
Burn Up! W;OVA;Finished Airing;Apr 10, 1996 to Sep 26, 1996;Sci-Fi, Comedy, Ecchi, Mecha, Shounen;6.38;N/A;6409;5172;https://cdn.myanimelist.net/images/anime/1805/96595.jpg;4
Burning Blood;OVA;Finished Airing;Apr 25, 1990 to Apr 25, 1991;Sports, Shounen;N/A;742;13259;10900;https://cdn.myanimelist.net/images/anime/13/42743.jpg;3
Burning Village;OVA;Finished Airing;May 1, 1989 to Feb 1, 1990;Fantasy, Horror;N/A;290;13260;13281;https://cdn.myanimelist.net/images/anime/8/77083.jpg;10
Burutabu-chan;TV;Finished Airing;Not available;Comedy, Fantasy, Magic;N/A;162;13261;15220;https://cdn.myanimelist.net/images/anime/2/79324.jpg;N/A
Bus Gamer;TV;Finished Airing;Mar 14, 2008 to Mar 29, 2008;Action;6.55;N/A;5552;3195;https://cdn.myanimelist.net/images/anime/10/75210.jpg;3
Business Fish;TV;Finished Airing;Jul 8, 2019 to Aug 12, 2019;Slice of Life, Comedy;5.59;N/A;9226;7689;https://cdn.myanimelist.net/images/anime/1826/101622.jpg;6
Busou Chuugakusei: Basket Army;ONA;Finished Airing;Dec 22, 2011 to Dec 20, 2012;Action, Military;5.75;N/A;8805;5877;https://cdn.myanimelist.net/images/anime/10/48839.jpg;5
Busou RenkinBuso Renkin;TV;Finished Airing;Oct 5, 2006 to Mar 29, 2007;Action, Fantasy, Supernatural, Comedy, School, Shounen;7.37;N/A;2010;922;N/A;26
Busou Renkin: Mahiro no Busou Renkin Kouza;Special;Finished Airing;Jan 25, 2007 to Sep 21, 2007;Comedy;6.03;N/A;7973;10220;https://cdn.myanimelist.net/images/anime/1733/99153.jpg;11
Busou ShinkiBusou Shinki: Armored War Goddess;TV;Finished Airing;Oct 5, 2012 to Dec 21, 2012;Action, Sci-Fi, Slice of Life, Mecha;6.33;N/A;6611;2732;N/A;12
Busou Shinki Moon Angel;ONA;Finished Airing;Sep 7, 2011 to Jan 26, 2012;Action, Sci-Fi;6.60;N/A;5342;4444;https://cdn.myanimelist.net/images/anime/7/37953.jpg;10
Busou Shinki: Install x Dream;OVA;Finished Airing;Jun 26, 2013;Action, Sci-Fi;6.57;N/A;5460;5976;https://cdn.myanimelist.net/images/anime/11/44772.jpg;1
Busou Shoujo MachiavellianismArmed Girl's Machiavellism;TV;Finished Airing;Apr 5, 2017 to Jun 21, 2017;Action, Comedy, School, Shounen;6.99;N/A;3634;553;N/A;12
"Busou Shoujo Machiavellianism: Doki! Goken-darake"" no Ian Ryokou""";OVA;Finished Airing;Nov 25, 2017;Action, School, Shounen;6.82;N/A;4319;2801;https://cdn.myanimelist.net/images/anime/6/89687.jpg;1
Busou Shoujotai: Blade Briders The Animation;OVA;Finished Airing;Oct 30, 2015;Hentai, Space;5.50;N/A;N/A;7744;https://cdn.myanimelist.net/images/anime/2/75338.jpg;1
Bussouna YoruTroubled Night;Music;Finished Airing;Mar 9, 2016;Music;N/A;127;13262;15891;N/A;1
Bust to Bust: Chichi wa Chichi ni;OVA;Finished Airing;Oct 15, 2010 to Mar 7, 2014;Hentai;6.73;N/A;N/A;5146;https://cdn.myanimelist.net/images/anime/1956/103893.jpg;3
Buta;Movie;Finished Airing;Mar 5, 2012;Adventure, Comedy, Fantasy, Historical;6.46;N/A;6024;5267;https://cdn.myanimelist.net/images/anime/11/50405.jpg;1
Buta HimesamaQueen Meets Orc;OVA;Finished Airing;Aug 26, 2011;Hentai, Supernatural, Fantasy;5.63;N/A;N/A;6573;N/A;1
Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi;OVA;Finished Airing;Jan 30, 2015;Hentai;5.87;N/A;N/A;6476;https://cdn.myanimelist.net/images/anime/1748/103894.jpg;1
Butazuka;ONA;Finished Airing;2005;Slice of Life;N/A;124;13263;15936;https://cdn.myanimelist.net/images/anime/13/71509.jpg;13
Butlers: Chitose Momotose Monogatari;TV;Finished Airing;Apr 12, 2018 to Jun 28, 2018;Comedy, School, Supernatural;5.65;N/A;9084;3534;https://cdn.myanimelist.net/images/anime/1633/92012.jpg;12
Butten Monogatari;OVA;Finished Airing;Mar 1, 1986 to Feb 1, 1990;Historical;N/A;123;13264;15937;https://cdn.myanimelist.net/images/anime/11/84283.jpg;12
Buttobi!! CPUI Dream of Mimi;OVA;Finished Airing;Apr 25, 1997 to Sep 26, 1997;Comedy, Ecchi, Magic, Sci-Fi, Seinen;6.26;N/A;6955;5626;N/A;3
Buzzer Beater;TV;Finished Airing;Feb 5, 2005 to Apr 30, 2005;Shounen, Sports;6.57;N/A;5461;4388;https://cdn.myanimelist.net/images/anime/6/57421.jpg;13
Buzzer Beater 2nd Season;TV;Finished Airing;Jul 4, 2007 to Sep 26, 2007;Action, Sci-Fi, Sports, Shounen;6.84;N/A;4235;5434;https://cdn.myanimelist.net/images/anime/3/57419.jpg;13
By Your Side;Music;Finished Airing;Mar 11, 2014;Music;6.04;N/A;7941;10055;https://cdn.myanimelist.net/images/anime/9/60365.jpg;1
Byeolnala Samchongsa;Movie;Finished Airing;Jul 21, 1979;Adventure, Sci-Fi;N/A;327;13265;12892;https://cdn.myanimelist.net/images/anime/7/61655.jpg;1
Byoudoku no DenpaDiseases Spread;Movie;Finished Airing;1926;Kids;5.30;258;9888;13669;N/A;1
Byousoku 5 Centimeter5 Centimeters Per Second;Movie;Finished Airing;Mar 3, 2007;Drama, Romance, Slice of Life;7.77;N/A;870;127;N/A;3
Byston Well Monogatari: Garzey no TsubasaGarzey's Wing;OVA;Finished Airing;Sep 21, 1996 to Apr 9, 1997;Action, Fantasy;4.17;N/A;10704;4293;N/A;3
Bytheway Dance;Music;Finished Airing;Mar 20, 2018;Music;5.72;258;8905;13670;https://cdn.myanimelist.net/images/anime/1928/91273.jpg;1
Byulbyul Iyagi;Movie;Finished Airing;Sep 23, 2005;Psychological, Drama;N/A;387;13266;12476;https://cdn.myanimelist.net/images/anime/3/17743.jpg;6
Byulbyul Iyagi 2;Movie;Finished Airing;Apr 17, 2008;Psychological, Drama;N/A;241;13267;13900;https://cdn.myanimelist.net/images/anime/13/26149.jpg;6
C.L.A.Y.;ONA;Finished Airing;May 27, 2012;Horror;3.53;N/A;10739;8238;https://cdn.myanimelist.net/images/anime/6/44756.jpg;1
C: The Money of Soul and Possibility Control[C] CONTROL - The Money and Soul of Possibility;TV;Finished Airing;Apr 15, 2011 to Jun 24, 2011;Action, Mystery, Super Power, Thriller;7.26;N/A;2509;547;N/A;11
Cabbage UFO;Music;Finished Airing;Jun 2, 1984;Music, Kids;5.14;296;10162;13214;https://cdn.myanimelist.net/images/anime/10/70819.jpg;1
Cafe de Oni;Music;Finished Airing;Dec 22, 2004;Music;4.45;620;10656;11321;https://cdn.myanimelist.net/images/anime/8/29067.jpg;1
Cafe Junkie;OVA;Finished Airing;Oct 31, 2008 to May 29, 2009;Hentai;6.82;N/A;N/A;4162;https://cdn.myanimelist.net/images/anime/1331/103862.jpg;2
Cake Sushi;ONA;Finished Airing;Oct 14, 2015 to Nov 30, 2015;Comedy;N/A;127;13268;15892;https://cdn.myanimelist.net/images/anime/2/86118.jpg;2
Cakes;ONA;Finished Airing;May 9, 2016;Comedy;N/A;255;13269;13721;https://cdn.myanimelist.net/images/anime/11/81523.jpg;1
Calbee Hitokuchi Gekijou;Special;Finished Airing;Aug 11, 2014 to Sep 10, 2015;Comedy, Slice of Life;N/A;147;13270;15513;https://cdn.myanimelist.net/images/anime/10/78557.jpg;18
Calicula Machine;Movie;Finished Airing;1974;Dementia;N/A;119;13271;16067;https://cdn.myanimelist.net/images/anime/1069/98736.jpg;1
California Crisis: Tsuigeki no JuukaCalifornia Crisis: Gun Salvo;OVA;Finished Airing;Jul 21, 1986;Action, Adventure, Comedy;5.66;N/A;9073;6781;N/A;1
Caligula;Music;Finished Airing;May 27, 2012;Music;N/A;175;13272;15002;https://cdn.myanimelist.net/images/anime/1270/91876.jpg;1
Caligula (TV)Caligula;TV;Finished Airing;Apr 8, 2018 to Jun 24, 2018;Action, Sci-Fi;6.05;N/A;7879;1845;N/A;12
Calihara no Uta;Music;Finished Airing;May 10, 2014;Music;5.49;292;9488;13251;https://cdn.myanimelist.net/images/anime/7/84224.jpg;1
Calimero;TV;Finished Airing;Oct 15, 1974 to Sep 30, 1975;Comedy;6.24;N/A;7054;7353;https://cdn.myanimelist.net/images/anime/6/3926.jpg;45
Call Me Tonight;OVA;Finished Airing;Jul 28, 1986;Comedy, Horror, Romance, Sci-Fi;5.30;N/A;9889;5490;https://cdn.myanimelist.net/images/anime/4/18490.jpg;1
Calligraffiti;Movie;Finished Airing;Dec 5, 1982;Dementia, Music;4.38;528;10671;11718;https://cdn.myanimelist.net/images/anime/4/60691.jpg;1
Calm;Movie;Finished Airing;2007;Dementia, Music;5.69;N/A;8977;9629;https://cdn.myanimelist.net/images/anime/12/71616.jpg;1
Cambrian;OVA;Finished Airing;Nov 25, 2005 to May 25, 2006;Hentai;5.80;N/A;N/A;7025;https://cdn.myanimelist.net/images/anime/12/37477.jpg;2
Campione!: Matsurowanu Kamigami to Kamigoroshi no MaouCampione!;TV;Finished Airing;Jul 6, 2012 to Sep 28, 2012;Comedy, Ecchi, Fantasy, Harem, Magic, Romance;7.08;N/A;3285;439;N/A;13
Campus;OVA;Finished Airing;Nov 10, 2000 to Feb 16, 2001;Hentai;5.95;N/A;N/A;7910;https://cdn.myanimelist.net/images/anime/4/27470.jpg;2
Can Can Bunny ExtraCan Can Bunny;OVA;Finished Airing;Jan 19, 1996 to Apr 21, 1997;Fantasy, Hentai, Romance;6.24;N/A;N/A;7624;N/A;6
Can Ci Pin;ONA;Not yet aired;Not available;Sci-Fi;N/A;169;N/A;15105;https://cdn.myanimelist.net/images/anime/1588/105728.jpg;N/A
Can You See? I'm Sushi;Music;Finished Airing;Jun 1, 2018;Game, Music, Kids;5.33;215;9836;14313;https://cdn.myanimelist.net/images/anime/1183/101114.jpg;1
Canaan;TV;Finished Airing;Jul 4, 2009 to Sep 26, 2009;Action, Sci-Fi, Super Power, Supernatural, Seinen;7.28;N/A;2428;757;https://cdn.myanimelist.net/images/anime/4/75789.jpg;13
Canaan: Minorikawa Report 201X ShanghaiCanaan: Minorikawa Report Year 201X Shanghai;Special;Finished Airing;Feb 26, 2010;Action, Seinen;6.56;N/A;5522;5435;N/A;1
Canary;OVA;Finished Airing;Mar 22, 2002;Fantasy, Music, Romance, School;4.71;N/A;10539;9045;https://cdn.myanimelist.net/images/anime/1/2292.jpg;1
Canary wa Kago no NakaCage;OVA;Finished Airing;Oct 25, 2003 to Jan 25, 2004;Hentai;6.14;N/A;N/A;8807;N/A;2
Candle;Music;Finished Airing;Sep 25, 2013;Music;5.42;225;9654;14148;https://cdn.myanimelist.net/images/anime/7/85014.jpg;1
Candy Boy Episode: EX01 - Mirai Yohouzu;OVA;Finished Airing;Aug 13, 2008;School, Shoujo Ai, Slice of Life;6.86;N/A;4163;3319;https://cdn.myanimelist.net/images/anime/10/35525.jpg;1
Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron;Special;Finished Airing;Jun 24, 2009;Slice of Life, Romance, Shoujo Ai;6.82;N/A;4320;3493;https://cdn.myanimelist.net/images/anime/4/14762.jpg;1
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life;ONA;Finished Airing;May 2, 2008 to May 8, 2009;Romance, School, Shoujo Ai;6.89;N/A;4023;1878;https://cdn.myanimelist.net/images/anime/10/13663.jpg;7
Candy Candy;TV;Finished Airing;Oct 1, 1976 to Feb 2, 1979;Slice of Life, Drama, Shoujo;7.51;N/A;1535;3481;https://cdn.myanimelist.net/images/anime/4/35051.jpg;115
Candy Candy (Movie);Movie;Finished Airing;Apr 25, 1992;Slice of Life, Drama, Shoujo;6.71;N/A;4783;7530;https://cdn.myanimelist.net/images/anime/11/66847.jpg;1
Candy Candy: Candy no Natsu YasumiCandy Candy: Candy's Summer Vacation;Movie;Finished Airing;Jul 22, 1978;Slice of Life, Drama, Shoujo;6.68;N/A;4955;8869;N/A;1
Candy Candy: Haru no YobigoeCandy Candy: The Call of Spring;Movie;Finished Airing;Mar 18, 1978;Slice of Life, Drama, Shoujo;6.52;N/A;5722;9139;N/A;1
Candy no Yume;Music;Finished Airing;Dec 2, 1978;Music, Kids;N/A;144;13273;15563;https://cdn.myanimelist.net/images/anime/2/87695.jpg;1
Candy☆Boy: Side Story For Archive;ONA;Finished Airing;Nov 22, 2007;Romance, School, Shoujo Ai;6.86;N/A;4164;3028;https://cdn.myanimelist.net/images/anime/3/35473.jpg;1
Cannon Busters;ONA;Finished Airing;Aug 15, 2019;Action, Sci-Fi, Adventure, Fantasy, Mecha;6.49;N/A;5847;3371;https://cdn.myanimelist.net/images/anime/1452/102628.jpg;12
Canvas 2: Niji-iro no SketchCanvas 2: Rainbow Colored Sketch;TV;Finished Airing;Oct 2, 2005 to Mar 26, 2006;Comedy, Drama, Romance, Slice of Life;6.79;N/A;4435;3241;N/A;24
Canvas: Sepia-iro no Motif;OVA;Finished Airing;Dec 25, 2001 to Mar 25, 2002;Comedy, Romance, Slice of Life;5.72;N/A;8906;5597;https://cdn.myanimelist.net/images/anime/3/22124.jpg;2
Cap Kakumei Bottleman;ONA;Currently Airing;Oct 9, 2020 to ?;Action, Game, Kids;N/A;164;13274;15181;https://cdn.myanimelist.net/images/anime/1581/109225.jpg;25
Capeta;TV;Finished Airing;Oct 4, 2005 to Sep 26, 2006;Cars, Shounen, Sports;7.84;N/A;744;3617;https://cdn.myanimelist.net/images/anime/5/17667.jpg;52
Capricorn;OVA;Finished Airing;Apr 5, 1991;Sci-Fi, Adventure, Comedy, Fantasy, Shounen;5.49;N/A;9489;8324;https://cdn.myanimelist.net/images/anime/6/2954.jpg;1
Capsule BoyCapsule Hero;TV;Finished Airing;May 15, 2016 to Dec 2, 2016;Sci-Fi, Kids;N/A;139;13275;15643;N/A;26
Capsule Boy 2: Ujuleul Jikyeola;TV;Finished Airing;Jan 12, 2019 to Jul 6, 2019;Sci-Fi, Kids;N/A;100;13276;16460;https://cdn.myanimelist.net/images/anime/1364/98275.jpg;26
Capsule SamuraiThe Capsule Samurai;TV;Finished Airing;2004 to 2005;Comedy, Music, Samurai;N/A;124;13277;15938;N/A;40
Captain;Special;Finished Airing;Apr 2, 1980;Sports, Shounen;N/A;300;13278;13170;https://cdn.myanimelist.net/images/anime/7/67651.jpg;1
Captain (TV);TV;Finished Airing;Jan 10, 1983 to Jul 4, 1983;Sports, Shounen;N/A;537;13279;11669;https://cdn.myanimelist.net/images/anime/1393/92204.jpg;26
Captain Bal;Movie;Finished Airing;Mar 9, 2019;;N/A;346;13280;12757;https://cdn.myanimelist.net/images/anime/1474/97420.jpg;1
Captain Earth;TV;Finished Airing;Apr 6, 2014 to Sep 21, 2014;Action, Mecha, Romance, Sci-Fi, Space;6.43;N/A;6146;1938;https://cdn.myanimelist.net/images/anime/7/61051.jpg;25
Captain Future;TV;Finished Airing;Nov 7, 1978 to Dec 18, 1979;Action, Adventure, Sci-Fi, Shounen;7.06;N/A;3385;7339;https://cdn.myanimelist.net/images/anime/10/87992.jpg;52
Captain Future: Kareinaru Taiyokei Race;Special;Finished Airing;Dec 31, 1978;Action, Adventure, Sci-Fi;6.01;735;8038;10913;https://cdn.myanimelist.net/images/anime/3/8631.jpg;1
Captain HerlockSpace Pirate Captain Harlock;Movie;Finished Airing;Sep 7, 2013;Action, Sci-Fi, Space, Drama;7.39;N/A;1934;2319;N/A;1
Captain Movie;Movie;Finished Airing;Jul 4, 1981;Sports, Shounen;N/A;285;13281;13338;https://cdn.myanimelist.net/images/anime/6/72861.jpg;1
Captain Tsubasa;TV;Finished Airing;Oct 13, 1983 to Mar 27, 1986;Action, Shounen, Sports;7.30;N/A;2334;1863;https://cdn.myanimelist.net/images/anime/9/26248.jpg;128
Captain Tsubasa (2018);TV;Finished Airing;Apr 3, 2018 to Apr 2, 2019;Action, Sports, Shounen;7.44;N/A;1770;2146;https://cdn.myanimelist.net/images/anime/1866/91270.jpg;52
Captain Tsubasa J;TV;Finished Airing;Oct 21, 1994 to Dec 22, 1995;Action, Sports, Shounen;7.28;N/A;2429;3329;https://cdn.myanimelist.net/images/anime/1140/92113.jpg;47
Captain Tsubasa no Koutsuu Anzen;OVA;Finished Airing;1987;Kids, Sports;N/A;430;13282;12237;https://cdn.myanimelist.net/images/anime/1530/98950.jpg;1
Captain Tsubasa no Shouka Sakusen;OVA;Finished Airing;Not available;Sports, Kids;N/A;420;13283;12286;https://cdn.myanimelist.net/images/anime/1968/98949.jpg;1
Captain Tsubasa: Asu ni Mukatte Hashire!;Movie;Finished Airing;Mar 15, 1986;Action, Sports, Shounen;6.70;N/A;4850;7013;https://cdn.myanimelist.net/images/anime/11/73342.jpg;1
Captain Tsubasa: Ayaushi! Zen Nihon Jr.;Movie;Finished Airing;Dec 21, 1985;Action, Sports, Shounen;6.74;N/A;4665;6938;https://cdn.myanimelist.net/images/anime/1/2248.jpg;1
Captain Tsubasa: Europe Daikessen;Movie;Finished Airing;Jul 13, 1985;Action, Sports, Shounen;6.89;N/A;4024;6448;https://cdn.myanimelist.net/images/anime/1/2247.jpg;1
Captain Tsubasa: Road to 2002Captain Tsubasa;TV;Finished Airing;Oct 7, 2001 to Oct 6, 2002;Action, Sports, Shounen;7.39;N/A;1935;2501;N/A;52
Captain Tsubasa: Saikyou no Teki! Holland Youth;OVA;Finished Airing;Dec 16, 1995;Action, Shounen, Sports;6.86;N/A;4165;7061;https://cdn.myanimelist.net/images/anime/1/2251.jpg;1
Captain Tsubasa: Sekai Daikessen!! Jr. World Cup;Movie;Finished Airing;Jul 12, 1986;Action, Shounen, Sports;6.82;N/A;4321;6946;https://cdn.myanimelist.net/images/anime/1/2250.jpg;1
Car Radio;Music;Finished Airing;Aug 4, 2013;Music;N/A;169;13284;15106;https://cdn.myanimelist.net/images/anime/7/87219.jpg;1
Caramel Honey;ONA;Finished Airing;Jun 8, 2018 to Aug 24, 2018;Comedy, School, Shounen Ai;6.81;N/A;4350;5377;https://cdn.myanimelist.net/images/anime/1593/93166.jpg;30
Card Wang: Mix MasterMix Master: King of Cards;TV;Finished Airing;Oct 4, 2005 to Jul 18, 2006;Game, Adventure, Fantasy, Shounen;6.47;N/A;5946;9584;N/A;39
Cardcaptor Sakura;TV;Finished Airing;Apr 7, 1998 to Mar 21, 2000;Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo;8.16;N/A;343;379;https://cdn.myanimelist.net/images/anime/8/60781.jpg;70
Cardcaptor Sakura Movie 1Cardcaptor Sakura The Movie;Movie;Finished Airing;Aug 21, 1999;Comedy, Drama, Fantasy, Magic, Shoujo;7.65;N/A;1139;1561;N/A;1
Cardcaptor Sakura Movie 2: Fuuin Sareta CardCard Captor Sakura Movie 2: The Sealed Card;Movie;Finished Airing;Jul 15, 2000;Comedy, Drama, Fantasy, Magic, Romance, Shoujo;8.22;N/A;287;1398;N/A;1
Cardcaptor Sakura: Clear Card-henCardcaptor Sakura: Clear Card;TV;Finished Airing;Jan 7, 2018 to Jun 10, 2018;Adventure, Comedy, Fantasy, Magic, Romance, Shoujo;7.67;N/A;1094;1472;N/A;22
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma;OVA;Finished Airing;Sep 13, 2017;Fantasy, Romance, Shoujo;7.82;N/A;790;2807;https://cdn.myanimelist.net/images/anime/10/89305.jpg;1
Cardcaptor Sakura: Clear Card-hen RecapCardcaptor Sakura: Clear Card Recap;Special;Finished Airing;Apr 1, 2018;Adventure, Comedy, Magic, Romance, Fantasy, Shoujo;6.82;N/A;4322;6750;N/A;1
Cardcaptor Sakura: Kero-chan ni Omakase!;Movie;Finished Airing;Jul 15, 2000;Comedy, Shoujo;7.34;N/A;2160;3025;https://cdn.myanimelist.net/images/anime/13/28850.jpg;1
Cardfight!! Vanguard;TV;Finished Airing;Jan 8, 2011 to Mar 31, 2012;Action, Game, Adventure, Demons, Shounen;7.06;N/A;3386;2434;https://cdn.myanimelist.net/images/anime/11/41625.jpg;65
Cardfight!! Vanguard (2018);TV;Finished Airing;May 5, 2018 to May 4, 2019;Action, Game, Shounen;6.82;N/A;4323;5530;https://cdn.myanimelist.net/images/anime/1408/96485.jpg;52
Cardfight!! Vanguard G;TV;Finished Airing;Oct 26, 2014 to Oct 4, 2015;Action, Game, Shounen;6.54;N/A;5633;4585;https://cdn.myanimelist.net/images/anime/4/69867.jpg;48
Cardfight!! Vanguard G: GIRS Crisis-henCardfight!! Vanguard G GIRS Crisis;TV;Finished Airing;Oct 11, 2015 to Apr 10, 2016;Action, Game, Shounen;6.69;N/A;4880;5426;N/A;26
Cardfight!! Vanguard G: NextCardfight!! Vanguard G NEXT;TV;Finished Airing;Oct 2, 2016 to Oct 1, 2017;Action, Game, Shounen;6.61;N/A;5274;5668;N/A;52
Cardfight!! Vanguard G: Stride Gate-henCardfight!! Vanguard G Stride Gate;TV;Finished Airing;Apr 17, 2016 to Sep 25, 2016;Action, Game, Shounen;6.69;N/A;4881;5755;N/A;24
Cardfight!! Vanguard G: ZCardfight!! Vanguard G Z;TV;Finished Airing;Oct 8, 2017 to Apr 1, 2018;Action, Game, Shounen;6.49;N/A;5848;6488;N/A;24
Cardfight!! Vanguard Gaiden: If;TV;Currently Airing;May 30, 2020 to ?;Action, Game, Adventure, Comedy, Parody, Demons;5.98;N/A;8148;9089;https://cdn.myanimelist.net/images/anime/1992/106795.jpg;N/A
Cardfight!! Vanguard Movie: Neon Messiah;Movie;Finished Airing;Sep 13, 2014;Action, Adventure, Game, Demons, Shounen;6.80;N/A;4399;6489;https://cdn.myanimelist.net/images/anime/5/63797.jpg;1
Cardfight!! Vanguard: Asia Circuit-henCardfight!! Vanguard Asia Circuit;TV;Finished Airing;Apr 8, 2012 to Jan 2, 2013;Action, Game, Adventure, Demons, Shounen;6.86;N/A;4166;3663;N/A;39
Cardfight!! Vanguard: Legion Mate-henCardfight!! Vanguard Legion Mate;TV;Finished Airing;Mar 9, 2014 to Oct 19, 2014;Action, Adventure, Demons, Game, Shounen;6.81;N/A;4351;4532;N/A;33
Cardfight!! Vanguard: Link Joker-henCardfight!! Vanguard Link Joker;TV;Finished Airing;Jan 13, 2013 to Mar 2, 2014;Action, Adventure, Demons, Game, Shounen;7.19;N/A;2782;3908;N/A;59
Cardfight!! Vanguard: Over Dress;Unknown;Not yet aired;2021 to ?;Action, Game;N/A;103;N/A;16404;https://cdn.myanimelist.net/images/anime/1743/108642.jpg;N/A
Cardfight!! Vanguard: Shinemon-henCardfight!! Vanguard: Shinemon Arc;TV;Finished Airing;Aug 24, 2019 to Mar 28, 2020;Action, Game, Shounen;6.56;N/A;5523;8496;N/A;31
Cardfight!! Vanguard: Zoku Koukousei-hen;TV;Finished Airing;May 11, 2019 to Aug 10, 2019;Action, Game, Shounen;6.31;N/A;6700;7592;https://cdn.myanimelist.net/images/anime/1334/100989.jpg;14
Caribadix;TV;Finished Airing;May 7, 2017 to Mar 25, 2018;Music, Comedy;N/A;351;13285;12716;https://cdn.myanimelist.net/images/anime/1626/90565.jpg;46
"Caribadix Renai Revolution 21"" Cover MV""";Music;Finished Airing;Oct 7, 2018;Music;N/A;120;13286;16020;https://cdn.myanimelist.net/images/anime/1969/95348.jpg;1
Caribadix 2nd Season;TV;Finished Airing;Apr 1, 2018 to Jan 6, 2019;Music, Comedy;N/A;220;13287;14219;https://cdn.myanimelist.net/images/anime/1400/91641.jpg;39
Carino Coni;TV;Finished Airing;Apr 2, 2014 to Oct 1, 2014;Fantasy, Kids;N/A;248;13288;13831;https://cdn.myanimelist.net/images/anime/8/61725.jpg;26
Carnival Phantasm;OVA;Finished Airing;Aug 14, 2011 to Dec 31, 2011;Comedy, Parody, Supernatural;7.89;N/A;666;965;https://cdn.myanimelist.net/images/anime/1018/92921.jpg;12
Carnival Phantasm EX Season;OVA;Finished Airing;Nov 26, 2011;Comedy, Supernatural;7.49;N/A;1594;2527;https://cdn.myanimelist.net/images/anime/4/64281.jpg;1
Carnival Phantasm: HibiChika Special;Special;Finished Airing;Jul 7, 2012;Comedy, Supernatural;7.37;N/A;2011;3089;https://cdn.myanimelist.net/images/anime/13/64291.jpg;1
Carnival Phantasm: Illya-jou;Special;Finished Airing;Oct 28, 2011;Parody, Comedy;6.93;N/A;3858;2900;https://cdn.myanimelist.net/images/anime/10/34509.jpg;1
Carol;OVA;Finished Airing;Mar 21, 1990;Fantasy, Magic, Shoujo;5.20;N/A;10072;9990;https://cdn.myanimelist.net/images/anime/1306/103782.jpg;1
Carol (Music);Music;Finished Airing;Aug 1, 2020;Kids, Music;N/A;76;13289;16813;https://cdn.myanimelist.net/images/anime/1242/109066.jpg;1
Carole & Tuesday;TV;Finished Airing;Apr 11, 2019 to Oct 3, 2019;Drama, Music, Sci-Fi;7.99;N/A;534;649;https://cdn.myanimelist.net/images/anime/1611/96157.jpg;24
Carole & Tuesday Specials;ONA;Finished Airing;Jun 28, 2019 to Oct 16, 2019;Comedy;5.78;N/A;8740;6624;https://cdn.myanimelist.net/images/anime/1310/102157.jpg;8
Carole & Tuesday: Gus to Roddy no Kaisouroku;Special;Finished Airing;Jul 4, 2019;Sci-Fi, Music, Drama, Romance;6.40;N/A;6309;7822;https://cdn.myanimelist.net/images/anime/1992/101941.jpg;1
Carry Me Off feat. Hatsune Miku;Music;Finished Airing;Aug 21, 2014;Music;5.86;259;8506;13659;https://cdn.myanimelist.net/images/anime/1185/104203.jpg;1
